 Temperature:   4.2500000000000000      Hamiltonian: -0.51558776232492087      Magnetization:  -8.1739648696426141E-004 4th_order_cumulant:  0.99222326043548703      	 ABS_M: 0.000817396 	 0.00856635 	 -0.00390002 	 ABS_M: 0.000817396 	 0.00856635 	 -0.00390002
 Temperature:   4.3000001907348633      Hamiltonian: -0.50331670372365689      Magnetization:   2.3657172450752208E-003 4th_order_cumulant:  0.99222469805459823      	 ABS_M: 0.00236572 	 0.0122711 	 0.00154832 	 ABS_M: 0.00236572 	 0.0122711 	 0.00154832
 Temperature:   4.3499999046325684      Hamiltonian: -0.50289853553067132      Magnetization:   4.6632317018403223E-003 4th_order_cumulant:  0.99222591937666027      	 ABS_M: 0.00466323 	 0.000418168 	 0.00229751 	 ABS_M: 0.00466323 	 0.000418168 	 0.00229751
 Temperature:   4.4000000953674316      Hamiltonian: -0.49505972093219830      Magnetization:  -8.0568565842642544E-003 4th_order_cumulant:  0.99222722379673189      	 ABS_M: 0.00805686 	 0.00783881 	 0.00339363 	 ABS_M: 0.00805686 	 0.00783881 	 0.00339363
 Temperature:   4.4500002861022949      Hamiltonian: -0.48373406017523624      Magnetization:   5.7992053027703426E-003 4th_order_cumulant:  0.99222831630662189      	 ABS_M: 0.00579921 	 0.0113257 	 -0.00225765 	 ABS_M: 0.00579921 	 0.0113257 	 -0.00225765
 Temperature:   4.5000000000000000      Hamiltonian: -0.48059957760558625      Magnetization:   3.6309012191509814E-003 4th_order_cumulant:  0.99222952423073119      	 ABS_M: 0.0036309 	 0.00313448 	 -0.00216831 	 ABS_M: 0.0036309 	 0.00313448 	 -0.00216831
 Temperature:   4.5500001907348633      Hamiltonian: -0.47873371912759294      Magnetization:   1.9323572502953504E-003 4th_order_cumulant:  0.99223069941225928      	 ABS_M: 0.00193236 	 0.00186586 	 -0.00169854 	 ABS_M: 0.00193236 	 0.00186586 	 -0.00169854
 Temperature:   4.5999999046325684      Hamiltonian: -0.47311739010492015      Magnetization:   6.9538459372211923E-003 4th_order_cumulant:  0.99223190646564940      	 ABS_M: 0.00695385 	 0.00561633 	 0.00502149 	 ABS_M: 0.00695385 	 0.00561633 	 0.00502149
 Temperature:   4.6500000953674316      Hamiltonian: -0.46587264341775414      Magnetization:  -7.0361497483477781E-003 4th_order_cumulant:  0.99223307115672221      	 ABS_M: 0.00703615 	 0.00724475 	 8.23e-05 	 ABS_M: 0.00703615 	 0.00724475 	 8.23e-05
 Temperature:   4.7000002861022949      Hamiltonian: -0.46676836596219412      Magnetization:  -2.4352112773388335E-004 4th_order_cumulant:  0.99223420523862504      	 ABS_M: 0.000243521 	 -0.000895723 	 -0.00679263 	 ABS_M: 0.000243521 	 -0.000895723 	 -0.00679263
 Temperature:   4.7500000000000000      Hamiltonian: -0.45642574686204290      Magnetization:   8.2548975956618590E-003 4th_order_cumulant:  0.99223533324568658      	 ABS_M: 0.0082549 	 0.0103426 	 0.00801138 	 ABS_M: 0.0082549 	 0.0103426 	 0.00801138
 Temperature:   4.8000001907348633      Hamiltonian: -0.44973963047020871      Magnetization:   2.3950890598585851E-003 4th_order_cumulant:  0.99223647959372852      	 ABS_M: 0.00239509 	 0.00668612 	 -0.00585981 	 ABS_M: 0.00239509 	 0.00668612 	 -0.00585981
 Temperature:   4.8499999046325684      Hamiltonian: -0.44184897715259858      Magnetization:  -8.6132155369354306E-003 4th_order_cumulant:  0.99223748469156448      	 ABS_M: 0.00861322 	 0.00789065 	 0.00621813 	 ABS_M: 0.00861322 	 0.00789065 	 0.00621813
 Temperature:   4.9000000953674316      Hamiltonian: -0.43828635492964285      Magnetization:   1.2864528668840426E-004 4th_order_cumulant:  0.99223858412877841      	 ABS_M: 0.000128645 	 0.00356262 	 -0.00848457 	 ABS_M: 0.000128645 	 0.00356262 	 -0.00848457
 Temperature:   4.9500002861022949      Hamiltonian: -0.43255870209737290      Magnetization:  -1.5254947411093190E-002 4th_order_cumulant:  0.99223965278910964      	 ABS_M: 0.0152549 	 0.00572765 	 0.0151263 	 ABS_M: 0.0152549 	 0.00572765 	 0.0151263
 Temperature:   5.0000000000000000      Hamiltonian: -0.43010626781484784      Magnetization:  -2.5458824559519747E-003 4th_order_cumulant:  0.99224063160656140      	 ABS_M: 0.00254588 	 0.00245243 	 -0.012709 	 ABS_M: 0.00254588 	 0.00245243 	 -0.012709
 Temperature:   5.0500001907348633      Hamiltonian: -0.41847454152835506      Magnetization:  -2.1275724379796745E-005 4th_order_cumulant:  0.99224163978829871      	 ABS_M: 2.12757e-05 	 0.0116317 	 -0.0025246 	 ABS_M: 2.12757e-05 	 0.0116317 	 -0.0025246
 Temperature:   5.0999999046325684      Hamiltonian: -0.41473415473543263      Magnetization:   6.2238578380845221E-003 4th_order_cumulant:  0.99224258637230234      	 ABS_M: 0.00622386 	 0.00374039 	 0.00620258 	 ABS_M: 0.00622386 	 0.00374039 	 0.00620258
 Temperature:   5.1500000953674316      Hamiltonian: -0.41464230477862252      Magnetization:   4.0688445534332769E-003 4th_order_cumulant:  0.99224355553448940      	 ABS_M: 0.00406884 	 9.185e-05 	 -0.00215502 	 ABS_M: 0.00406884 	 9.185e-05 	 -0.00215502
 Temperature:   5.2000002861022949      Hamiltonian: -0.40863704031700149      Magnetization:   6.4855845766006899E-003 4th_order_cumulant:  0.99224456175745757      	 ABS_M: 0.00648558 	 0.00600526 	 0.00241674 	 ABS_M: 0.00648558 	 0.00600526 	 0.00241674
 Temperature:   5.2500000000000000      Hamiltonian: -0.40653388680330144      Magnetization:   2.3971836876651889E-003 4th_order_cumulant:  0.99224548972951765      	 ABS_M: 0.00239718 	 0.00210315 	 -0.0040884 	 ABS_M: 0.00239718 	 0.00210315 	 -0.0040884
 Temperature:   5.3000001907348633      Hamiltonian: -0.39957923944606794      Magnetization:  -4.2477179437330316E-003 4th_order_cumulant:  0.99224655763715663      	 ABS_M: 0.00424772 	 0.00695465 	 0.00185054 	 ABS_M: 0.00424772 	 0.00695465 	 0.00185054
 Temperature:   5.3499999046325684      Hamiltonian: -0.39559685739353406      Magnetization:   1.7444375044571414E-003 4th_order_cumulant:  0.99224753807822441      	 ABS_M: 0.00174444 	 0.00398238 	 -0.00250328 	 ABS_M: 0.00174444 	 0.00398238 	 -0.00250328
 Temperature:   5.4000000953674316      Hamiltonian: -0.39255030267940894      Magnetization:   1.8779445386962975E-003 4th_order_cumulant:  0.99224859217414785      	 ABS_M: 0.00187794 	 0.00304655 	 0.0001335 	 ABS_M: 0.00187794 	 0.00304655 	 0.0001335
 Temperature:   5.4500002861022949      Hamiltonian: -0.38881684488584506      Magnetization:  -3.5497437991805886E-003 4th_order_cumulant:  0.99224962388534332      	 ABS_M: 0.00354974 	 0.00373346 	 0.0016718 	 ABS_M: 0.00354974 	 0.00373346 	 0.0016718
 Temperature:   5.5000000000000000      Hamiltonian: -0.38933241681756819      Magnetization:   6.5462119389769540E-003 4th_order_cumulant:  0.99225049148953703      	 ABS_M: 0.00654621 	 -0.000515572 	 0.00299647 	 ABS_M: 0.00654621 	 -0.000515572 	 0.00299647
 Temperature:   5.5500001907348633      Hamiltonian: -0.38120616660384143      Magnetization:  -1.1620508130626187E-003 4th_order_cumulant:  0.99225148369595151      	 ABS_M: 0.00116205 	 0.00812625 	 -0.00538416 	 ABS_M: 0.00116205 	 0.00812625 	 -0.00538416
 Temperature:   5.5999999046325684      Hamiltonian: -0.37466845389388009      Magnetization:   5.7594835292809957E-004 4th_order_cumulant:  0.99225236096162128      	 ABS_M: 0.000575948 	 0.00653771 	 -0.000586102 	 ABS_M: 0.000575948 	 0.00653771 	 -0.000586102
